alcohol_id,alcohol_type,origin,alcohol_age,alcohol_cost,ABV,tasting_note,tasting_score,flavor_profile,flavor_type_rating
2987,whiskey,Savage & Cooke // USA,NAS,2,45.0,,,,3.71
2988,whiskey,"Maine, USA",3,2,45.0,,,,2.53
2989,whiskey,"Lismore // Speyside, Scotland",NAS,1,40.0,,,,2.89
2990,whiskey,"Lismore // Speyside, Scotland",21 Year,3,40.0,,,,4.06
2991,whiskey,"Connecticut , USA",3,3,12.0,,,,3.76
2992,whiskey,USA,10,4,54.0,,,,4.13
2993,whiskey,"Litchfield // (bottled in) Connecticut, USA",NAS,2,43.0,,,,3.59
2994,whiskey,USA,10,3,45.0,,,,4.16
2995,whiskey,"Litchfield, CT, USA",5 Year,3,45.0,,,,3.71
2996,whiskey,"Little Book // Kentucky, USA",NAS,3,60.24,"""Freddie Noe is as apt at naming whiskeys as he is at making them. The Easy drinks that way with a heady sweet nose accented with cherry jam, vanilla, and butter. Mouthful is sweet as a caramel chew with hints of dark fruit and smoke. Luxuriously long finish with sweet fading into leather, oak, pepper, and baking spices.""",89,"{""smoky"":30,""peaty"":0,""spicy"":25,""herbal"":0,""oily"":35,""full_bodied"":30,""rich"":75,""sweet"":90,""briny"":0,""salty"":10,""vanilla"":50,""tart"":30,""fruity"":25,""floral"":20}",4.07
2997,whiskey,Little Book // Multiple Countries,NAS,4,55.0,"""Rummy pound cake and toffee lead on the nose, with cinnamon, cloves, dill rye bread, rooibos tea, and dates. The palate is at first soft and oily, showing a flash of heat then moving into brown sugar, light maple syrup, oak, cedar shavings, and baking spices. There's also a distinct jamminess. The finish is sharp, spicy, and drying. Ultimately Noe Simple Task was just that; a bit disjointed, the whole less than the parts in this case. """,80,"{""smoky"":10,""peaty"":0,""spicy"":70,""herbal"":60,""oily"":60,""full_bodied"":60,""rich"":70,""sweet"":60,""briny"":10,""salty"":0,""vanilla"":60,""tart"":20,""fruity"":40,""floral"":30}",3.98
2998,whiskey,"Little Book // Kentucky , USA",NAS,4,61.3,"""Little Book's third edition takes the drinker on a zig-zagging path.  The nose starts with a dense, floral perfume and moves into a burnt bread aroma.  The palate is dry and stony with a spiciness from the proof.  With the addition of water, more fruitiness is exposed but the structure and body fall back quite a bit.""",81,"{""smoky"":90,""peaty"":0,""spicy"":80,""herbal"":20,""oily"":40,""full_bodied"":50,""rich"":60,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":80,""floral"":70}",4.11
2999,whiskey,"Little Book // Kentucky, USA",NAS,4,61.4,"""The nose indeed has the aroma of steamed rice and cooked barley - a bit like the Eastern European dish kasha varnishkes - with a bit of baking spice and honey. The palate shows more of that earthy, roasted grain character, but some Meyer lemon citrus cuts through, as does tart dried cherry, clove, nutmeg, black pepper, vanilla, caramel and English breakfast tea. It's ""different"" and ""interesting"", but in the positive, intriguing sense. """,86,"{""smoky"":5,""peaty"":0,""spicy"":35,""herbal"":15,""oily"":0,""full_bodied"":90,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":20,""tart"":15,""fruity"":10,""floral"":0}",4.13
3000,whiskey,"Little Book // Kentucky, USA",NAS ,4,58.4,"""The consistency is rather viscous. Dark cherry, roasted cashews, mint, maple syrup, roasted corn and toasted oak hit the nose. The cherry takes on a more medicinal note on the palate as it mixes with the oak, though there's a hit of fruity tartness. Toasted corn cereal, cinnamon, clove and black pepper hit the mid palate. While there is maple sweetness throughout, it's especially strong on the back of the tongue, along with more of that cherry tartness. The finish goes on for miles and is quite tingly as it settles in. A big ice cube might temper some of the heat and bring out more of the fruity notes, but whiskey fans might find it more fun to sip without. """,94,"{""smoky"":5,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":15,""full_bodied"":90,""rich"":70,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":20,""tart"":25,""fruity"":30,""floral"":0}",4.25
3001,whiskey,"Loch Lomond // Highlands , Scotland",12 Year,3,46.0,"""There's an intriguing balance of fruit and smoke in this whisky. It tastes almost as though a small fire on a pile of leaves was put out in a fruit orchard. This light bodied Scotch also has some strokes of vanilla, with a chalky mineral quality added to the mix, and just a dusting of spice.""",87,"{""smoky"":30,""peaty"":10,""spicy"":5,""herbal"":0,""oily"":5,""full_bodied"":40,""rich"":40,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":50,""floral"":5}",3.51
3002,whiskey,"Highland, Scotland",15,5,46.0,,,,3.75
3003,whiskey,"Highlands, Scotland",17,4,54.9,,,,2.75
3004,whiskey,"Loch Lomond // Highlands , Scotland",18 Year,4,46.0,"""The fresh fruit flavors that are a signature of its younger malts get dried out and raisinated here - think dried fig, dates and raisins themselves mixed with some caramel sweetness. This medium weight Scotch gets a fair amount of peatiness and smoke, though the finish could be a bit longer and less dusty. """,85,"{""smoky"":40,""peaty"":15,""spicy"":10,""herbal"":0,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":65,""briny"":5,""salty"":0,""vanilla"":30,""tart"":10,""fruity"":40,""floral"":0}",3.54
3005,whiskey,"Inchmoan // Highlands, Scotland",12 Year,3,46.0,"""Sweet malt, seaweed, and a brassy quality hit your senses with the peat notes secondary. Some menthol and pipe tobacco as well.  Sweet middle with vanilla and beef jerky. Hints of hazelnut and bitter dark chocolate crop up on the finish.  A nice little value dram you can have while others will buy the larger brands; this will live under the radar.""",86,"{""smoky"":50,""peaty"":55,""spicy"":15,""herbal"":32,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":55,""briny"":25,""salty"":20,""vanilla"":20,""tart"":20,""fruity"":30,""floral"":0}",3.55
3006,whiskey,"Inchmurrin // Highlands, Scotland",12 Year,2,46.0,"""Rich aromas of malt, grass, vanilla, menthol. On the palate, the wood spices help to balance out the sweet notes on the whisky. The finish is crisp, but not sharp with flavors of oak and caramel cream. Nice proof and all-around everyday dram. A hidden gem for the price. """,87,"{""smoky"":15,""peaty"":0,""spicy"":35,""herbal"":30,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":15,""salty"":15,""vanilla"":25,""tart"":40,""fruity"":25,""floral"":0}",3.34
3007,whiskey,"Inchmurrin // Highlands, Scotland",18 Year,4,46.0,"""An interesting malt that sure does have a certain uniqueness to it. The nose has a light maltiness with subtle orchard fruits. Think pear skins and ripe red apples, but also some white grapes. A touch of oak shavings. The palate is sweet (butterscotch and honeyed apricots), but also has notes of menthol and cloves.""",88,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":20,""full_bodied"":35,""rich"":40,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":45,""floral"":25}",3.82
3008,whiskey,"Loch Lomond // Highlands, Scotland",NAS,3,46.0,"""Red wine and a tart or sour beer note reveal a strong Madeira influence on the nose. The palate offers rich, dark red fruits, with plums, dates, and raw honey, as well as raisins and nuttiness. The finish showcases dry oak and tannins, transitioning to more of a nutty-rancio profile, backed by orchard fruits such as pears and peaches, and lighter traces of the richer, darker fruits of the palate.""",87,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":30,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":20,""tart"":50,""fruity"":70,""floral"":30}",3.67
3009,whiskey,"Loch Lomond // Highlands, Scotland",NAS,2,40.0,"""A mild tropical fruit note is coupled with mild peat smoke on the nose. Sweet toasted coconut, banana leaves, menthol, and maybe a little pine are some of the complex aromas found. This continues on the palate, but the malt whisky is still present. The finish is softly sweet and mildly peaty, but doesn't linger for long.""",80,"{""smoky"":30,""peaty"":41,""spicy"":25,""herbal"":20,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":30,""briny"":10,""salty"":10,""vanilla"":25,""tart"":20,""fruity"":75,""floral"":15}",2.94
3010,whiskey,"Loch Lomond // Highlands, Scotland",NAS,2,40.0,,,,2.96
3011,whiskey,"Loch Lomond // Highlands, Scotland",NAS ,2,46.0,"""This would be the perfect whisky to reach for on March 14 because it smells and tastes of pie! Expect flavors and aromas of ripe golden apples, peaches, pears, coconut cream and banana. This pastry also has a generous portion of vanilla and dark chocolate, with a faint puff of smoke. Though the flavors are sweet and somewhat intense, it remains light in weight and color, making it ideal for warm weather with a rock or sipping or as an aperitif style. """,88,"{""smoky"":15,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":5,""full_bodied"":30,""rich"":40,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":70,""floral"":5}",3.49
3012,whiskey,"Loch Lomond // Highlands, Scotland",NAS,2,46.0,,,,3.28
3013,whiskey,"Lowlands, Scotland",,2,46.0,,,,3.0
3014,whiskey,R.J. Cooper & Son // Canada,13,4,50.65,"""Pecan shells, wood spices, vanilla, and leather are found on the nose along with a  touch of dill. A caramel aroma is present, but don't be fooled; this is not a sweet whiskey. The palate is full, but not creamy and sticky. There is a peppery aspect to the whiskey and the 100% rye content provides a robust and dry finish to the whiskey.""",94,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":40,""oily"":30,""full_bodied"":60,""rich"":50,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":30,""floral"":10}",4.2
3015,whiskey,R.J. Cooper & Son // Canada,18 Year,5,54.5,"""An 18 year old, 100% rye mashbill whiskey is going to draw attention, especially when it's bottled at 109 proof. The long ageing has tamed the spice of this rye to bring out notes of banana bread, candied ginger, and vanilla, with a touch of charred wood lurking the background. The finish is long and warming with a hint of cherry. This is a rye lover's whiskey, and despite its high proof it's easy to enjoy without any ice or water; break this bottle out on special occasions.""",96,"{""smoky"":25,""peaty"":0,""spicy"":45,""herbal"":15,""oily"":50,""full_bodied"":75,""rich"":70,""sweet"":50,""briny"":10,""salty"":5,""vanilla"":55,""tart"":20,""fruity"":20,""floral"":10}",4.51
3016,whiskey,R.J. Cooper & Son // Canada,20 Year,5,56.0,,,,3.63
3017,whiskey,"Colorado, USA",3,3,45.0,,,,3.4
3018,whiskey,"Texas, USA",,3,61.2,,,,4.16
3019,whiskey,"Boone County, KY, USA",12,5,46.9,,,,4.45
3020,whiskey,"Long Road Distillers // Michigan, USA",NAS,2,45.0,"""There's a distinctive beeswax scent to this white whisky that gives way to a gentle vanilla and sandalwood undertone almost like a scented cosmetic product. The curiosities don't stop there -- the flavor is unsurprisingly sweet but fades quickly into dusty grains, char, and raw peanut butter. This was much more savory than expected in the loveliest of ways.""",80,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":40,""full_bodied"":60,""rich"":30,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":75,""tart"":15,""fruity"":25,""floral"":45}",2.97
3021,gin,"Long Road // Michigan, USA",,2,,,,,
3022,whiskey,"Long Road Distillers // Michigan, USA",NAS,2,46.5,,,,2.92
3023,whiskey,"Longmorn // Speyside, Scotland",16 Year,4,48.0,"""The nose is elegant, light with sweet apple blossom perfume. Left in the glass, a waxy honey comes to the forefront. The palate is a zesty and tart lemon square. Lots of cereal and a long dry chardonnay type finish. This is a unique single malt that should be added to every whisky collection.""",91,"{""smoky"":0,""peaty"":0,""spicy"":0,""herbal"":5,""oily"":0,""full_bodied"":0,""rich"":0,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":10,""tart"":25,""fruity"":55,""floral"":25}",4.13
3024,whiskey,"Longmorn // Speyside, Scotland",16 Year,4,48.0,,,,4.01
3025,whiskey,"Longmorn // Speyside, Scotland",NAS,4,40.0,,,,3.93
3026,whiskey,"Campbeltown , Scotland",13,3,51.3,,,,4.22
3027,whiskey,"Longrow // Campbeltown, Scotland",14 Year,4,56.0,"""Robust aromas of whisky-soaked cherries, dark fruits, and strawberries, meld with rich, dark chocolate-drizzled hazelnuts, hints of dry hay and toasted oak. The palate speaks of Christmases past at grandma’s house with notes of old furniture, smoked cherry tobacco, homemade fruitcake and butterscotch pudding, with grainy cereal notes and hints of fennel on the tail-end. There is a lot of big oaky and savory elements that string out in a sexy, lingering finish with spicy ginger, white pepper, fennel, grilled pears and wisps of peat smoke.
""",88,"{""smoky"":75,""peaty"":73,""spicy"":77,""herbal"":76,""oily"":74,""full_bodied"":83,""rich"":83,""sweet"":81,""briny"":65,""salty"":63,""vanilla"":76,""tart"":45,""fruity"":83,""floral"":60}",4.02
3028,whiskey,"Longrow // Campbeltown, Scotland",18 Year,5,46.0,"""This whisky seems as if it was pulled out of the hearth of a fireplace. The nose greets you with a cloud of soot and ash. When the cloud clears you’ll find dry heather and lemon tarts. The palate is a voluptuous oily brine that coats your tongue quickly. There’s smoldering malt on the mid-palate seasoned with a fistful of eye-widening white pepper. The finish wavers between vanilla custard and dry smoke. Adding water doesn’t seem to reduce the heat but it will bring out more lemon tarts and white pepper.""",90,"{""smoky"":75,""peaty"":40,""spicy"":20,""herbal"":35,""oily"":50,""full_bodied"":45,""rich"":60,""sweet"":30,""briny"":30,""salty"":25,""vanilla"":20,""tart"":25,""fruity"":30,""floral"":25}",4.2
3029,whiskey,"Campbeltown, Scotland",18,4,46.0,,,,4.5
3030,whiskey,"Campbeltown, Scotland",21,5,46.0,,,,4.17
3031,whiskey,"Longrow // Campbeltown, Scotland",NAS,3,46.0,"""This whisky is a bit two-faced with dominant dessert aromas of vanilla custard and caramel, but also follows through with rich ash, moderate peat and a brininess that lends to memories of a fisherman's well-seasoned leather logbook. The same follows suit on the palate, but again, a tale of two malts. The first tale speaks of creamy and rich vanilla caramel, and delicate fruits, and the second tale finds you taking a walk on the beach on a cold day surrounding yourself with medicinal and vegetal notes from the sea breeze intertwined with smoke from the hearths of the nearby village. There is a lingering salty smokiness that provides a satisfying finish for the Islay scotch lovers that are looking to discover something new, whilst enjoying something also quite familiar.
""",85,"{""smoky"":87,""peaty"":88,""spicy"":76,""herbal"":68,""oily"":85,""full_bodied"":78,""rich"":76,""sweet"":74,""briny"":86,""salty"":84,""vanilla"":82,""tart"":40,""fruity"":73,""floral"":72}",3.78
3032,whiskey,"Springbank // Campbeltown, Scotland",11 Year,3,53.7,,,,4.56
3033,whiskey,"Longrow // Campbeltown, Scotland",11 Year,5,55.9,,,,4.14
3034,whiskey,"Longrow // Campbeltown, Scotland",11 Year,4,52.1,"""Gentle peat greets the nose as your glass comes up to your face, followed by big jammy berries with hints of creamy chocolate covered nougat and air-cured salty, smoked meats. If the nose was unctuous, the palate is biting with bold and salty smoke reminiscent of a bonfire on the beach at low-tide. This is followed by creamy, chewy toffee and butterscotch candies drizzled with sweet blackberry syrup. The finish is long, like a well told story, winding through the depths of flavors from smoke and peat to sweet caramel and cooked berries. 
""",87,"{""smoky"":87,""peaty"":88,""spicy"":60,""herbal"":70,""oily"":79,""full_bodied"":88,""rich"":86,""sweet"":74,""briny"":83,""salty"":82,""vanilla"":73,""tart"":62,""fruity"":86,""floral"":63}",4.23
3035,whiskey,"Springbank // Campbeltown, Scotland",11 Year,4,51.8,,,,3.95
3036,whiskey,"Longrow // Campbeltown, Scotland",11 Year,4,53.1,,,,4.2
3037,whiskey,"Cambeltown , Scotland",13,4,51.6,,,,4.16
3038,whiskey,"Campbeltown , Scotland",10,3,52.5,,,,3.64
3039,whiskey,"Campbeltown, Scotland",11,4,56.6,,,,4.33
3040,whiskey,"Campbeltown, Scotland",12,4,52.9,,,,3.92
3041,whiskey,Lord Elcho // Scotland,15 Year,3,40.0,"""Starts on sweet and malty notes with a touch of charred oak. There are cereal husks, honey and sweet orange juice as well. The palate is pretty creamy, even at this low abv. A subtle, chocolate-y arrival, with hints of raisins and a mild spiciness. A bitterness lingers for a little while, with a sweet touch of slightly burnt caramel.""",85,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":15,""oily"":35,""full_bodied"":30,""rich"":30,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":25,""tart"":10,""fruity"":25,""floral"":10}",3.25
3042,agave,"Oaxaca, Mexico",,4,,,,,
3043,whiskey,Lost Distillery // Scotland,,3,,"""When tasting this whisky, it must be taken into account that Highland Scotch used to be a lot more delicate than most of it produced in modern times, especially since the practice of re-using bourbon or sherry barrels was not yet in vogue. This is a very soft whisky, that's honeyed and somewhat yeasty, like shortbread or scones, with a subtle floral quality. It gets more citrusy (grapefruit, orange zest) after a couple of sips, as it takes some time to open up. A drop of water makes quite a difference, banishing some of the shyness.""",80,"{""smoky"":10,""peaty"":10,""spicy"":10,""herbal"":5,""oily"":5,""full_bodied"":60,""rich"":60,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":15,""fruity"":40,""floral"":30}",3.37
3044,whiskey,Lost Distillery // Scotland,NAS,3,46.0,"""This whisky has the classic Lowland Scotch characteristics of malted chocolate, orange zest, pipe tobacco and salty pretzels. It's very soft and creamy with not much spice or heat, and a quick, drying finish. There's not much to it, but it's still a pleasant sipper that has its place at the whisky party.""",82,"{""smoky"":10,""peaty"":5,""spicy"":5,""herbal"":10,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":75,""briny"":0,""salty"":10,""vanilla"":40,""tart"":0,""fruity"":40,""floral"":25}",3.65
3045,whiskey,Lost Distillery // Scotland,NAS,2,43.0,"""Hefty dose of sherry on the nose, with stewed fruits, prunes, peach, and honey. The palate offers citrus zest, spice, oak, and pepper, along with light toffee. Slightly oily. Back palate reveals a layer of smoke, with a touch of salt. Lingering, warm finish with more zest and spice, and an underlying rich sweetness.""",86,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":10,""oily"":40,""full_bodied"":70,""rich"":60,""sweet"":40,""briny"":20,""salty"":30,""vanilla"":40,""tart"":10,""fruity"":70,""floral"":20}",3.61
3046,whiskey,Lost Irish // Ireland,NAS,2,40.0,,,,3.5
3047,whiskey,Lost Lantern // USA,NAS,4,52.5,"""The nose is filled with fruits especially orange peel, but there's a bit of a nutty quality as well. On the palate the whiskey is moderately full and a bit slick with cinnamon (mild) and oak coming through here. Meanwhile the finish shows a gentle ale quality and a bittersweet finish. There's just a moderate heat from the proof, but very drinkable without added water. All in all, a very serviceable daily dram. """,86,"{""smoky"":15,""peaty"":0,""spicy"":25,""herbal"":15,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":55,""briny"":0,""salty"":0,""vanilla"":10,""tart"":36,""fruity"":70,""floral"":0}",3.93
3048,whiskey,"Orphan Barrel Whisky Co. // Kentucky, USA",22 Years,4,45.05,"""Sweet banana bread, vanilla and cinnamon draw you in,  and tart apple, leather and espresso see you out the door. As can sometimes be expected with older whiskeys, the finish is a bit musty and drying. However, there are substantial reasons to keep on sipping and hang out with this creamy, full-bodied whiskey for a spell.""",90,"{""smoky"":5,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":15,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":50,""floral"":0}",4.32
3049,whiskey,"Lot No. 40 // Ontario, Canada",11 Year,4,58.4,"""This rye doesn’t waste anytime establishing whopping rye spices that are leathery and a little smoky. Maple, oak, ripe fruit, rye bread and some vanilla are swept up by a spicy current with a petite floral touch. Yes, this rye brute will give you roses. The rye spice finish rises from a purr to a roar with plum jam notes waiting at the finish line. """,94,"{""smoky"":50,""peaty"":0,""spicy"":65,""herbal"":30,""oily"":15,""full_bodied"":50,""rich"":55,""sweet"":40,""briny"":15,""salty"":5,""vanilla"":40,""tart"":25,""fruity"":40,""floral"":30}",4.52
3050,whiskey,"Lot No. 40 // Ontario, Canada",12 Year,3,55.0,"""This rye beast is crammed with so many spices that a copper label is fitted to the bottle to brace it from bulging. Fruity spring flowers and freshly baked rye bread flood from the whisky. And not just any rye bread, but the kind they teach in a prison baking class. The robust rye spices and bottomless oak rumble on the palate with a delicate caramel that pulls its own weight. The Energizer Bunny’s mentor is the endless finish. An instant classic.""",95,"{""smoky"":40,""peaty"":0,""spicy"":70,""herbal"":15,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":45,""floral"":45}",4.43
3051,whiskey,Lot No. 40 // Canada,NAS,2,43.0,"""A hint of maraschino appears on the nose along with the touch of brown sugar and salted caramel. On the palate, this lives up to the mash-bill. Tons of black pepper and barrel spices along with tobacco and a bit of bitter coffee. There’s a nondescript fruitiness on the long tannic finish. A fine Canadian example. """,91,"{""smoky"":30,""peaty"":0,""spicy"":90,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":70,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":60,""tart"":10,""fruity"":40,""floral"":10}",3.77
3052,whiskey,Lot No. 40 // Canada,,3,43.0,"""Aroma is dominated by sour rye bread and has an undertone of orange-honey and green pepper. With a firm, smooth and refreshing body there is no mistaking the rye, and it is one of the best Canadian productions I have ever tasted. The lengthy finish is dominated by spiced honey. The overall impression is fruity, spicy, peppery deliciousness.
""",90,"{""smoky"":20,""peaty"":0,""spicy"":80,""herbal"":50,""oily"":0,""full_bodied"":80,""rich"":70,""sweet"":40,""briny"":0,""salty"":20,""vanilla"":30,""tart"":40,""fruity"":80,""floral"":70}",3.94
3053,whiskey,"Lot No. 40 // Ontario, Canada",NAS,1,48.0,,,,4.08
3054,other,Lucid // France,,3,,,,,
3055,whiskey,"Bardstown, Kentucky , USA",12,4,50.0,,,,4.03
3056,whiskey,"Kentucky, USA",14,4,65.85,,,,4.13
3057,vodka,Luksusowa // Poland,,1,,,,"{""grain"":0,""earthy"":40,""spicy"":10,""herbal"":0,""oily"":30,""chemical"":0,""rich"":55,""sweet"":20,""mineral"":0,""neutral"":45,""harsh"":25,""bitter"":35,""fruity"":0,""floral"":0}",
3058,agave,"Lunazul Tequila // Tequila Valley, Jalisco, Mexico",,1,,,,,
3059,agave,"Lunazul // Tequila Valley, Jalisco, Mexico",,1,,,,"{""smoky"":10,""earthy"":15,""spicy"":0,""herbal"":40,""oily"":0,""bitter"":15,""rich"":30,""sweet"":20,""mineral"":10,""salty"":15,""umami"":0,""tart"":25,""fruity"":60,""floral"":0}",
3060,whiskey,"Lux Row Distillers // Kentucky, USA",12 Year,4,59.2,"""The rye really comes through on this high-proof bourbon from Lux, offering a bold clove spice and mild medicinal note alongside rich vanilla and cherrywood. The finish is sweet and warming, and while it certainly brings some heat, it's smoother than one might expect for 118.2 proof. A few drops of water will help open it up, bringing out softer, nuttier notes.""",91,"{""smoky"":10,""peaty"":5,""spicy"":70,""herbal"":40,""oily"":65,""full_bodied"":70,""rich"":75,""sweet"":60,""briny"":5,""salty"":5,""vanilla"":60,""tart"":20,""fruity"":35,""floral"":15}",4.08
3061,liqueur,"Luxardo // Veneto, Italy",,1,,,,"{""sweet"":75,""rich"":90,""spicy"":0,""herbal"":0,""fruity"":80,""floral"":0,""bitter"":25,""tart"":65,""earthy"":0,""roast"":0,""nutty"":0,""woody"":0,""smoky"":0,""oily"":60}",
3062,liqueur,"Luxardo // Veneto, Italy",,2,,,,"{""sweet"":90,""rich"":85,""spicy"":0,""herbal"":0,""fruity"":85,""floral"":20,""bitter"":0,""tart"":0,""earthy"":0,""roast"":0,""nutty"":0,""woody"":0,""smoky"":0,""oily"":60}",
3063,whiskey,"Lyon Distilling Co. // Maryland, USA",NAS,4,50.0,"""Though there are some fruit aromas found on the nose, it isn't as intense as the grain and herbal notes. Some vanilla is detected, but as you taste the whiskey, the youthful raw character comes through. That said, it is pleasant with a slight bitter chocolate on the finish.""",80,"{""smoky"":25,""peaty"":0,""spicy"":50,""herbal"":45,""oily"":15,""full_bodied"":35,""rich"":35,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":35,""tart"":35,""fruity"":30,""floral"":15}",3.6
3064,sugarcane,"Lyon Distilling Co. // Maryland, USA",,3,,,,"{""smoky"":70,""earthy"":25,""spicy"":80,""herbal"":10,""oily"":0,""roast"":45,""rich"":80,""sweet"":65,""mineral"":20,""woody"":80,""hogo"":0,""tart"":0,""fruity"":0,""floral"":0}",
3065,gin,Austria,,2,,,,,
3066,whiskey,"Highland, Scotland",,5,43.0,,,,4.61
3067,whiskey,Mackmyra // Sweden,NAS,2,40.0,"""Caramel glazed apples at first, followed by furniture polish and touches of vanilla. It's sweet and candy-esque at times, but also fairly simple. The palate is a bit water-y and somewhat spicy with a quick hit of oaky ginger. More vanilla, as well as sweet pastries and some almond paste. Overall lacking a bit of complexity and depth.""",75,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":15,""full_bodied"":30,""rich"":15,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":35,""tart"":10,""fruity"":15,""floral"":15}",3.06
3068,whiskey,"KENTUCKY, USA",7,4,55.15,,,,
3069,whiskey,"Kentucky , USA",2,2,56.5,,,,3.64
3070,whiskey,"MB Roland // Kentucky , USA",NAS,2,55.2,,,,2.81
3071,whiskey,"MB Roland // Kentucky, USA",NAS,2,57.5,,,,3.38
3072,whiskey,USA,2,3,56.0,,,,3.58
3073,whiskey,"MB Roland // Kentucky, USA",NAS,3,51.8,"""The high proof and youth delivers a whiff of alcohol on first nosing, but that settles down into honey, butterscotch, old earth, and cherries. Even with water, it's big and fiery, youthful but well-balanced. There's Andes Mints, caramel, and spice, all delivered with a real kick. This is a young bourbon done very well.
""",90,"{""smoky"":20,""peaty"":0,""spicy"":70,""herbal"":30,""oily"":30,""full_bodied"":50,""rich"":70,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":80,""tart"":20,""fruity"":40,""floral"":50}",3.58
3074,whiskey,"Paraná , Brazil",,2,40.0,,,,1.75
3075,liqueur,"Northern Rivers, Australia",,3,,,,,
3076,whiskey,"Highland , Scotland",,1,40.0,,,,2.5
3077,whiskey,"The Macallan // Highlands, Scotland",10 Year,2,40.0,"""On the nose this Macallan is quite interesting, with notes of raisin, cacao dark truffle, cinnamon, and pink peppercorn spices. In mouth it is mellow, smooth and gentle, but also rich and fruity. The range of fruits is wider than on the nose, with the addition of prunes and dry apricot, while the spices are now turning into gingerbread and the cacao into less dark chocolate. Always tasty, this 10YO is a classic.""",88,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":10,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":0,""salty"":10,""vanilla"":30,""tart"":10,""fruity"":70,""floral"":20}",3.54
3078,whiskey,"The Macallan // Highlands, Scotland",12 Year,3,43.0,"""The color is a medium amber color with a slight greenish hue, common in sherried whisky.  Fruity aromas and a soft, creamy texture are quite inviting. More fruit, Marcona almonds, fresh orange zest, and baking spices are on the palate. The Macallan 12 Year Sherry Oak Cask is quite the gateway drug for new Scotch whisky drinkers.""",89,"{""smoky"":30,""peaty"":10,""spicy"":50,""herbal"":10,""oily"":20,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":10,""salty"":20,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":50}",3.82
3079,whiskey,"The Macallan // Highlands, Scotland",12 Year,5,40.0,,,,3.88
3080,whiskey,"The Macallan // Highlands, Scotland",12 Year,3,40.0,"""This Macallan is a gentle, sweet whisky with some shy touches of barley and a whiff of porridge and honey. There are raisins too, but also oranges and peaches. This theme continues on the palate, but with soft spices and some more oak presence. Perfectly drinkable, approachable single malt from Macallan.""",81,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":10,""oily"":20,""full_bodied"":30,""rich"":25,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":25,""floral"":10}",3.79
3081,whiskey,"The Macallan // Highlands, Scotland",15 Year,4,43.0,,,,4.05
